Epoch: 0, Train Loss: 0.3726, Train Acc: 0.9396,Test Loss: 0.3543, Test Acc: 0.9569
Epoch: 1, Train Loss: 0.3750, Train Acc: 0.9364,Test Loss: 0.3573, Test Acc: 0.9537
Epoch: 2, Train Loss: 0.3712, Train Acc: 0.9416,Test Loss: 0.3658, Test Acc: 0.9450
Epoch: 3, Train Loss: 0.3735, Train Acc: 0.9388,Test Loss: 0.3592, Test Acc: 0.9522
Epoch: 4, Train Loss: 0.3711, Train Acc: 0.9406,Test Loss: 0.3635, Test Acc: 0.9498
Epoch: 5, Train Loss: 0.3692, Train Acc: 0.9426,Test Loss: 0.3588, Test Acc: 0.9514
Epoch: 6, Train Loss: 0.3694, Train Acc: 0.9430,Test Loss: 0.3643, Test Acc: 0.9458
Epoch: 7, Train Loss: 0.3694, Train Acc: 0.9440,Test Loss: 0.3618, Test Acc: 0.9506
Epoch: 8, Train Loss: 0.3655, Train Acc: 0.9472,Test Loss: 0.3622, Test Acc: 0.9482
Epoch: 9, Train Loss: 0.3664, Train Acc: 0.9462,Test Loss: 0.3628, Test Acc: 0.9490
Epoch: 10, Train Loss: 0.3668, Train Acc: 0.9450,Test Loss: 0.3643, Test Acc: 0.9482
Epoch: 11, Train Loss: 0.3669, Train Acc: 0.9456,Test Loss: 0.3666, Test Acc: 0.9458
Epoch: 12, Train Loss: 0.3651, Train Acc: 0.9466,Test Loss: 0.3672, Test Acc: 0.9418
Epoch: 13, Train Loss: 0.3675, Train Acc: 0.9460,Test Loss: 0.3662, Test Acc: 0.9442
Epoch: 14, Train Loss: 0.3670, Train Acc: 0.9446,Test Loss: 0.3680, Test Acc: 0.9434
Epoch: 15, Train Loss: 0.3669, Train Acc: 0.9454,Test Loss: 0.3681, Test Acc: 0.9450
Epoch: 16, Train Loss: 0.3656, Train Acc: 0.9466,Test Loss: 0.3677, Test Acc: 0.9442
Epoch: 17, Train Loss: 0.3649, Train Acc: 0.9474,Test Loss: 0.3656, Test Acc: 0.9466
Epoch: 18, Train Loss: 0.3654, Train Acc: 0.9460,Test Loss: 0.3678, Test Acc: 0.9426
