Epoch: 0, Train Loss: 0.3723, Train Acc: 0.9394,Test Loss: 0.3719, Test Acc: 0.9378
Epoch: 1, Train Loss: 0.3814, Train Acc: 0.9288,Test Loss: 0.3949, Test Acc: 0.9123
Epoch: 2, Train Loss: 0.3746, Train Acc: 0.9358,Test Loss: 0.3680, Test Acc: 0.9418
Epoch: 3, Train Loss: 0.3656, Train Acc: 0.9448,Test Loss: 0.3652, Test Acc: 0.9466
Epoch: 4, Train Loss: 0.3646, Train Acc: 0.9450,Test Loss: 0.3650, Test Acc: 0.9434
Epoch: 5, Train Loss: 0.3659, Train Acc: 0.9464,Test Loss: 0.3712, Test Acc: 0.9354
Epoch: 6, Train Loss: 0.3662, Train Acc: 0.9442,Test Loss: 0.3662, Test Acc: 0.9434
Epoch: 7, Train Loss: 0.3620, Train Acc: 0.9492,Test Loss: 0.3670, Test Acc: 0.9402
Epoch: 8, Train Loss: 0.3637, Train Acc: 0.9480,Test Loss: 0.3692, Test Acc: 0.9426
Epoch: 9, Train Loss: 0.3641, Train Acc: 0.9464,Test Loss: 0.3692, Test Acc: 0.9378
Epoch: 10, Train Loss: 0.3632, Train Acc: 0.9482,Test Loss: 0.3646, Test Acc: 0.9426
Epoch: 11, Train Loss: 0.3606, Train Acc: 0.9522,Test Loss: 0.3666, Test Acc: 0.9426
Epoch: 12, Train Loss: 0.3607, Train Acc: 0.9510,Test Loss: 0.3680, Test Acc: 0.9410
Epoch: 13, Train Loss: 0.3605, Train Acc: 0.9516,Test Loss: 0.3687, Test Acc: 0.9402
Epoch: 14, Train Loss: 0.3616, Train Acc: 0.9498,Test Loss: 0.3706, Test Acc: 0.9378
Epoch: 15, Train Loss: 0.3606, Train Acc: 0.9510,Test Loss: 0.3702, Test Acc: 0.9386
Epoch: 16, Train Loss: 0.3643, Train Acc: 0.9450,Test Loss: 0.3727, Test Acc: 0.9354
Epoch: 17, Train Loss: 0.3592, Train Acc: 0.9522,Test Loss: 0.3718, Test Acc: 0.9378
Epoch: 18, Train Loss: 0.3592, Train Acc: 0.9528,Test Loss: 0.3717, Test Acc: 0.9370
Epoch: 19, Train Loss: 0.3609, Train Acc: 0.9512,Test Loss: 0.3772, Test Acc: 0.9330
Epoch: 20, Train Loss: 0.3605, Train Acc: 0.9518,Test Loss: 0.3757, Test Acc: 0.9314
Epoch: 21, Train Loss: 0.3594, Train Acc: 0.9522,Test Loss: 0.3715, Test Acc: 0.9402
Epoch: 22, Train Loss: 0.3595, Train Acc: 0.9520,Test Loss: 0.3748, Test Acc: 0.9354
Epoch: 23, Train Loss: 0.3599, Train Acc: 0.9512,Test Loss: 0.3722, Test Acc: 0.9402
Epoch: 24, Train Loss: 0.3609, Train Acc: 0.9500,Test Loss: 0.3744, Test Acc: 0.9370
Epoch: 25, Train Loss: 0.3597, Train Acc: 0.9508,Test Loss: 0.3727, Test Acc: 0.9386
Epoch: 26, Train Loss: 0.3589, Train Acc: 0.9536,Test Loss: 0.3738, Test Acc: 0.9362
Epoch: 27, Train Loss: 0.3582, Train Acc: 0.9526,Test Loss: 0.3721, Test Acc: 0.9386
Epoch: 28, Train Loss: 0.3607, Train Acc: 0.9492,Test Loss: 0.3766, Test Acc: 0.9338
Epoch: 29, Train Loss: 0.3620, Train Acc: 0.9490,Test Loss: 0.3799, Test Acc: 0.9298
Epoch: 30, Train Loss: 0.3638, Train Acc: 0.9486,Test Loss: 0.3803, Test Acc: 0.9290
Epoch: 31, Train Loss: 0.3620, Train Acc: 0.9482,Test Loss: 0.3738, Test Acc: 0.9338
Epoch: 32, Train Loss: 0.3612, Train Acc: 0.9498,Test Loss: 0.3757, Test Acc: 0.9346
Epoch: 33, Train Loss: 0.3601, Train Acc: 0.9508,Test Loss: 0.3746, Test Acc: 0.9354
Epoch: 34, Train Loss: 0.3605, Train Acc: 0.9512,Test Loss: 0.3730, Test Acc: 0.9370
