Epoch: 0, Train Loss: 0.3734, Train Acc: 0.9380,Test Loss: 0.3577, Test Acc: 0.9537
Epoch: 1, Train Loss: 0.3791, Train Acc: 0.9318,Test Loss: 0.3640, Test Acc: 0.9498
Epoch: 2, Train Loss: 0.3730, Train Acc: 0.9386,Test Loss: 0.3600, Test Acc: 0.9522
Epoch: 3, Train Loss: 0.3686, Train Acc: 0.9438,Test Loss: 0.3622, Test Acc: 0.9466
Epoch: 4, Train Loss: 0.3696, Train Acc: 0.9422,Test Loss: 0.3639, Test Acc: 0.9450
Epoch: 5, Train Loss: 0.3659, Train Acc: 0.9462,Test Loss: 0.3689, Test Acc: 0.9402
Epoch: 6, Train Loss: 0.3658, Train Acc: 0.9468,Test Loss: 0.3635, Test Acc: 0.9474
Epoch: 7, Train Loss: 0.3645, Train Acc: 0.9484,Test Loss: 0.3688, Test Acc: 0.9410
Epoch: 8, Train Loss: 0.3643, Train Acc: 0.9484,Test Loss: 0.3651, Test Acc: 0.9426
Epoch: 9, Train Loss: 0.3633, Train Acc: 0.9496,Test Loss: 0.3686, Test Acc: 0.9402
Epoch: 10, Train Loss: 0.3633, Train Acc: 0.9492,Test Loss: 0.3660, Test Acc: 0.9434
Epoch: 11, Train Loss: 0.3625, Train Acc: 0.9496,Test Loss: 0.3687, Test Acc: 0.9410
Epoch: 12, Train Loss: 0.3630, Train Acc: 0.9488,Test Loss: 0.3702, Test Acc: 0.9394
Epoch: 13, Train Loss: 0.3642, Train Acc: 0.9470,Test Loss: 0.3667, Test Acc: 0.9434
Epoch: 14, Train Loss: 0.3632, Train Acc: 0.9502,Test Loss: 0.3697, Test Acc: 0.9418
Epoch: 15, Train Loss: 0.3631, Train Acc: 0.9488,Test Loss: 0.3703, Test Acc: 0.9386
Epoch: 16, Train Loss: 0.3618, Train Acc: 0.9508,Test Loss: 0.3698, Test Acc: 0.9410
Epoch: 17, Train Loss: 0.3625, Train Acc: 0.9498,Test Loss: 0.3692, Test Acc: 0.9410
Epoch: 18, Train Loss: 0.3643, Train Acc: 0.9490,Test Loss: 0.3727, Test Acc: 0.9370
Epoch: 19, Train Loss: 0.3618, Train Acc: 0.9512,Test Loss: 0.3736, Test Acc: 0.9362
Epoch: 20, Train Loss: 0.3632, Train Acc: 0.9496,Test Loss: 0.3723, Test Acc: 0.9378
Epoch: 21, Train Loss: 0.3638, Train Acc: 0.9488,Test Loss: 0.3726, Test Acc: 0.9378
