Epoch: 0, Train Loss: 0.3867, Train Acc: 0.9263,Test Loss: 0.3736, Test Acc: 0.9386
Epoch: 1, Train Loss: 0.4035, Train Acc: 0.9077,Test Loss: 0.4205, Test Acc: 0.8892
Epoch: 2, Train Loss: 0.3945, Train Acc: 0.9169,Test Loss: 0.3614, Test Acc: 0.9522
Epoch: 3, Train Loss: 0.3905, Train Acc: 0.9229,Test Loss: 0.3715, Test Acc: 0.9402
Epoch: 4, Train Loss: 0.3864, Train Acc: 0.9257,Test Loss: 0.3688, Test Acc: 0.9442
Epoch: 5, Train Loss: 0.3811, Train Acc: 0.9310,Test Loss: 0.3678, Test Acc: 0.9450
Epoch: 6, Train Loss: 0.3856, Train Acc: 0.9270,Test Loss: 0.3577, Test Acc: 0.9537
Epoch: 7, Train Loss: 0.3819, Train Acc: 0.9310,Test Loss: 0.3617, Test Acc: 0.9506
Epoch: 8, Train Loss: 0.3794, Train Acc: 0.9328,Test Loss: 0.3611, Test Acc: 0.9514
Epoch: 9, Train Loss: 0.3792, Train Acc: 0.9332,Test Loss: 0.3651, Test Acc: 0.9466
Epoch: 10, Train Loss: 0.3771, Train Acc: 0.9348,Test Loss: 0.3721, Test Acc: 0.9386
Epoch: 11, Train Loss: 0.3796, Train Acc: 0.9334,Test Loss: 0.3666, Test Acc: 0.9466
Epoch: 12, Train Loss: 0.3786, Train Acc: 0.9340,Test Loss: 0.3621, Test Acc: 0.9506
Epoch: 13, Train Loss: 0.3783, Train Acc: 0.9356,Test Loss: 0.3667, Test Acc: 0.9474
Epoch: 14, Train Loss: 0.3762, Train Acc: 0.9360,Test Loss: 0.3672, Test Acc: 0.9466
Epoch: 15, Train Loss: 0.3758, Train Acc: 0.9370,Test Loss: 0.3632, Test Acc: 0.9498
Epoch: 16, Train Loss: 0.3747, Train Acc: 0.9382,Test Loss: 0.3639, Test Acc: 0.9474
Epoch: 17, Train Loss: 0.3740, Train Acc: 0.9390,Test Loss: 0.3664, Test Acc: 0.9466
Epoch: 18, Train Loss: 0.3774, Train Acc: 0.9356,Test Loss: 0.3704, Test Acc: 0.9410
Epoch: 19, Train Loss: 0.3746, Train Acc: 0.9380,Test Loss: 0.3688, Test Acc: 0.9434
Epoch: 20, Train Loss: 0.3743, Train Acc: 0.9386,Test Loss: 0.3727, Test Acc: 0.9378
Epoch: 21, Train Loss: 0.3783, Train Acc: 0.9342,Test Loss: 0.3719, Test Acc: 0.9434
Epoch: 22, Train Loss: 0.3767, Train Acc: 0.9356,Test Loss: 0.3651, Test Acc: 0.9482
Epoch: 23, Train Loss: 0.3796, Train Acc: 0.9324,Test Loss: 0.3674, Test Acc: 0.9474
Epoch: 24, Train Loss: 0.3754, Train Acc: 0.9376,Test Loss: 0.3683, Test Acc: 0.9434
Epoch: 25, Train Loss: 0.3748, Train Acc: 0.9382,Test Loss: 0.3926, Test Acc: 0.9187
Epoch: 26, Train Loss: 0.3792, Train Acc: 0.9340,Test Loss: 0.3704, Test Acc: 0.9426
Epoch: 27, Train Loss: 0.3751, Train Acc: 0.9384,Test Loss: 0.3689, Test Acc: 0.9434
Epoch: 28, Train Loss: 0.3762, Train Acc: 0.9374,Test Loss: 0.3696, Test Acc: 0.9426
Epoch: 29, Train Loss: 0.3716, Train Acc: 0.9414,Test Loss: 0.3692, Test Acc: 0.9450
Epoch: 30, Train Loss: 0.3753, Train Acc: 0.9378,Test Loss: 0.3740, Test Acc: 0.9378
Epoch: 31, Train Loss: 0.3725, Train Acc: 0.9400,Test Loss: 0.3735, Test Acc: 0.9378
Epoch: 32, Train Loss: 0.3747, Train Acc: 0.9386,Test Loss: 0.3745, Test Acc: 0.9386
Epoch: 33, Train Loss: 0.3749, Train Acc: 0.9374,Test Loss: 0.3687, Test Acc: 0.9426
Epoch: 34, Train Loss: 0.3704, Train Acc: 0.9436,Test Loss: 0.3702, Test Acc: 0.9442
