Epoch: 0, Train Loss: 0.2649, Train Acc: 0.9500,Test Loss: 0.2421, Test Acc: 0.9569
Epoch: 1, Train Loss: 0.2656, Train Acc: 0.9508,Test Loss: 0.2437, Test Acc: 0.9545
Epoch: 2, Train Loss: 0.2547, Train Acc: 0.9540,Test Loss: 0.2476, Test Acc: 0.9522
Epoch: 3, Train Loss: 0.2529, Train Acc: 0.9552,Test Loss: 0.2468, Test Acc: 0.9498
Epoch: 4, Train Loss: 0.2489, Train Acc: 0.9546,Test Loss: 0.2466, Test Acc: 0.9506
Epoch: 5, Train Loss: 0.2479, Train Acc: 0.9575,Test Loss: 0.2488, Test Acc: 0.9514
Epoch: 6, Train Loss: 0.2487, Train Acc: 0.9575,Test Loss: 0.2478, Test Acc: 0.9490
Epoch: 7, Train Loss: 0.2470, Train Acc: 0.9587,Test Loss: 0.2501, Test Acc: 0.9482
Epoch: 8, Train Loss: 0.2529, Train Acc: 0.9526,Test Loss: 0.2663, Test Acc: 0.9434
Epoch: 9, Train Loss: 0.2589, Train Acc: 0.9508,Test Loss: 0.2536, Test Acc: 0.9458
Epoch: 10, Train Loss: 0.2569, Train Acc: 0.9520,Test Loss: 0.2544, Test Acc: 0.9450
Epoch: 11, Train Loss: 0.2519, Train Acc: 0.9559,Test Loss: 0.2526, Test Acc: 0.9410
Epoch: 12, Train Loss: 0.2499, Train Acc: 0.9583,Test Loss: 0.2577, Test Acc: 0.9410
Epoch: 13, Train Loss: 0.2510, Train Acc: 0.9542,Test Loss: 0.2555, Test Acc: 0.9426
Epoch: 14, Train Loss: 0.2488, Train Acc: 0.9575,Test Loss: 0.2552, Test Acc: 0.9402
Epoch: 15, Train Loss: 0.2468, Train Acc: 0.9571,Test Loss: 0.2584, Test Acc: 0.9394
Epoch: 16, Train Loss: 0.2468, Train Acc: 0.9585,Test Loss: 0.2588, Test Acc: 0.9386
Epoch: 17, Train Loss: 0.2467, Train Acc: 0.9579,Test Loss: 0.2599, Test Acc: 0.9378
Epoch: 18, Train Loss: 0.2457, Train Acc: 0.9597,Test Loss: 0.2672, Test Acc: 0.9378
Epoch: 19, Train Loss: 0.2448, Train Acc: 0.9607,Test Loss: 0.2714, Test Acc: 0.9378
Epoch: 20, Train Loss: 0.2443, Train Acc: 0.9599,Test Loss: 0.2651, Test Acc: 0.9402
Epoch: 21, Train Loss: 0.2464, Train Acc: 0.9599,Test Loss: 0.2648, Test Acc: 0.9394
Epoch: 22, Train Loss: 0.2452, Train Acc: 0.9589,Test Loss: 0.2696, Test Acc: 0.9378
Epoch: 23, Train Loss: 0.2441, Train Acc: 0.9597,Test Loss: 0.2778, Test Acc: 0.9378
Epoch: 24, Train Loss: 0.2448, Train Acc: 0.9593,Test Loss: 0.2747, Test Acc: 0.9370
Epoch: 25, Train Loss: 0.2441, Train Acc: 0.9607,Test Loss: 0.2778, Test Acc: 0.9378
Epoch: 26, Train Loss: 0.2445, Train Acc: 0.9595,Test Loss: 0.2638, Test Acc: 0.9370
