Epoch: 0, Train Loss: 0.2845, Train Acc: 0.9462,Test Loss: 0.3073, Test Acc: 0.9362
Epoch: 1, Train Loss: 0.2811, Train Acc: 0.9482,Test Loss: 0.2971, Test Acc: 0.9434
Epoch: 2, Train Loss: 0.2785, Train Acc: 0.9504,Test Loss: 0.3037, Test Acc: 0.9346
Epoch: 3, Train Loss: 0.2792, Train Acc: 0.9488,Test Loss: 0.2936, Test Acc: 0.9434
Epoch: 4, Train Loss: 0.2793, Train Acc: 0.9476,Test Loss: 0.2949, Test Acc: 0.9418
Epoch: 5, Train Loss: 0.2777, Train Acc: 0.9490,Test Loss: 0.2974, Test Acc: 0.9394
Epoch: 6, Train Loss: 0.2750, Train Acc: 0.9518,Test Loss: 0.3032, Test Acc: 0.9370
Epoch: 7, Train Loss: 0.2752, Train Acc: 0.9488,Test Loss: 0.2943, Test Acc: 0.9370
Epoch: 8, Train Loss: 0.2744, Train Acc: 0.9520,Test Loss: 0.2977, Test Acc: 0.9386
Epoch: 9, Train Loss: 0.2716, Train Acc: 0.9544,Test Loss: 0.2983, Test Acc: 0.9386
Epoch: 10, Train Loss: 0.2689, Train Acc: 0.9536,Test Loss: 0.2990, Test Acc: 0.9354
Epoch: 11, Train Loss: 0.2684, Train Acc: 0.9544,Test Loss: 0.3000, Test Acc: 0.9410
Epoch: 12, Train Loss: 0.2679, Train Acc: 0.9542,Test Loss: 0.3007, Test Acc: 0.9394
Epoch: 13, Train Loss: 0.2664, Train Acc: 0.9538,Test Loss: 0.3046, Test Acc: 0.9362
Epoch: 14, Train Loss: 0.2663, Train Acc: 0.9550,Test Loss: 0.3061, Test Acc: 0.9362
Epoch: 15, Train Loss: 0.2666, Train Acc: 0.9540,Test Loss: 0.3125, Test Acc: 0.9330
Epoch: 16, Train Loss: 0.2666, Train Acc: 0.9542,Test Loss: 0.3070, Test Acc: 0.9338
Epoch: 17, Train Loss: 0.2677, Train Acc: 0.9534,Test Loss: 0.3124, Test Acc: 0.9306
Epoch: 18, Train Loss: 0.2667, Train Acc: 0.9548,Test Loss: 0.3083, Test Acc: 0.9314
Epoch: 19, Train Loss: 0.2661, Train Acc: 0.9544,Test Loss: 0.3065, Test Acc: 0.9330
Epoch: 20, Train Loss: 0.2641, Train Acc: 0.9548,Test Loss: 0.3103, Test Acc: 0.9338
Epoch: 21, Train Loss: 0.2635, Train Acc: 0.9558,Test Loss: 0.3116, Test Acc: 0.9322
Epoch: 22, Train Loss: 0.2638, Train Acc: 0.9554,Test Loss: 0.3125, Test Acc: 0.9338
Epoch: 23, Train Loss: 0.2634, Train Acc: 0.9542,Test Loss: 0.3118, Test Acc: 0.9322
Epoch: 24, Train Loss: 0.2627, Train Acc: 0.9561,Test Loss: 0.3090, Test Acc: 0.9330
Epoch: 25, Train Loss: 0.2645, Train Acc: 0.9552,Test Loss: 0.3122, Test Acc: 0.9322
Epoch: 26, Train Loss: 0.2635, Train Acc: 0.9540,Test Loss: 0.3144, Test Acc: 0.9322
Epoch: 27, Train Loss: 0.2652, Train Acc: 0.9556,Test Loss: 0.3141, Test Acc: 0.9306
Epoch: 28, Train Loss: 0.2738, Train Acc: 0.9478,Test Loss: 0.3226, Test Acc: 0.9203
Epoch: 29, Train Loss: 0.2690, Train Acc: 0.9516,Test Loss: 0.3165, Test Acc: 0.9298
Epoch: 30, Train Loss: 0.2726, Train Acc: 0.9490,Test Loss: 0.3313, Test Acc: 0.9258
Epoch: 31, Train Loss: 0.2710, Train Acc: 0.9508,Test Loss: 0.3193, Test Acc: 0.9258
Epoch: 32, Train Loss: 0.2645, Train Acc: 0.9520,Test Loss: 0.3169, Test Acc: 0.9314
Epoch: 33, Train Loss: 0.2611, Train Acc: 0.9563,Test Loss: 0.3128, Test Acc: 0.9330
Epoch: 34, Train Loss: 0.2612, Train Acc: 0.9563,Test Loss: 0.3174, Test Acc: 0.9298
Epoch: 35, Train Loss: 0.2605, Train Acc: 0.9546,Test Loss: 0.3185, Test Acc: 0.9306
Epoch: 36, Train Loss: 0.2615, Train Acc: 0.9565,Test Loss: 0.3255, Test Acc: 0.9266
Epoch: 37, Train Loss: 0.2666, Train Acc: 0.9528,Test Loss: 0.3198, Test Acc: 0.9298
Epoch: 38, Train Loss: 0.2615, Train Acc: 0.9556,Test Loss: 0.3189, Test Acc: 0.9266
Epoch: 39, Train Loss: 0.2622, Train Acc: 0.9538,Test Loss: 0.3168, Test Acc: 0.9274
Epoch: 40, Train Loss: 0.2629, Train Acc: 0.9540,Test Loss: 0.3302, Test Acc: 0.9226
Epoch: 41, Train Loss: 0.2646, Train Acc: 0.9542,Test Loss: 0.3173, Test Acc: 0.9298
Epoch: 42, Train Loss: 0.2606, Train Acc: 0.9554,Test Loss: 0.3185, Test Acc: 0.9314
Epoch: 43, Train Loss: 0.2618, Train Acc: 0.9548,Test Loss: 0.3153, Test Acc: 0.9306
Epoch: 44, Train Loss: 0.2611, Train Acc: 0.9554,Test Loss: 0.3196, Test Acc: 0.9322
Epoch: 45, Train Loss: 0.2602, Train Acc: 0.9567,Test Loss: 0.3195, Test Acc: 0.9306
Epoch: 46, Train Loss: 0.2597, Train Acc: 0.9558,Test Loss: 0.3169, Test Acc: 0.9314
Epoch: 47, Train Loss: 0.2573, Train Acc: 0.9583,Test Loss: 0.3177, Test Acc: 0.9290
Epoch: 48, Train Loss: 0.2583, Train Acc: 0.9563,Test Loss: 0.3209, Test Acc: 0.9306
Epoch: 49, Train Loss: 0.2567, Train Acc: 0.9581,Test Loss: 0.3176, Test Acc: 0.9314
Epoch: 50, Train Loss: 0.2594, Train Acc: 0.9544,Test Loss: 0.3168, Test Acc: 0.9306
Epoch: 51, Train Loss: 0.2579, Train Acc: 0.9579,Test Loss: 0.3193, Test Acc: 0.9314
Epoch: 52, Train Loss: 0.2575, Train Acc: 0.9565,Test Loss: 0.3244, Test Acc: 0.9298
Epoch: 53, Train Loss: 0.2582, Train Acc: 0.9575,Test Loss: 0.3179, Test Acc: 0.9314
Epoch: 54, Train Loss: 0.2571, Train Acc: 0.9567,Test Loss: 0.3205, Test Acc: 0.9306
Epoch: 55, Train Loss: 0.2585, Train Acc: 0.9565,Test Loss: 0.3183, Test Acc: 0.9306
Epoch: 56, Train Loss: 0.2572, Train Acc: 0.9571,Test Loss: 0.3210, Test Acc: 0.9306
Epoch: 57, Train Loss: 0.2568, Train Acc: 0.9569,Test Loss: 0.3241, Test Acc: 0.9298
Epoch: 58, Train Loss: 0.2570, Train Acc: 0.9575,Test Loss: 0.3222, Test Acc: 0.9290
Epoch: 59, Train Loss: 0.2583, Train Acc: 0.9565,Test Loss: 0.3209, Test Acc: 0.9306
Epoch: 60, Train Loss: 0.2578, Train Acc: 0.9571,Test Loss: 0.3233, Test Acc: 0.9290
Epoch: 61, Train Loss: 0.2571, Train Acc: 0.9558,Test Loss: 0.3211, Test Acc: 0.9306
Epoch: 62, Train Loss: 0.2564, Train Acc: 0.9569,Test Loss: 0.3259, Test Acc: 0.9290
Epoch: 63, Train Loss: 0.2559, Train Acc: 0.9575,Test Loss: 0.3248, Test Acc: 0.9306
Epoch: 64, Train Loss: 0.2570, Train Acc: 0.9575,Test Loss: 0.3246, Test Acc: 0.9298
Epoch: 65, Train Loss: 0.2621, Train Acc: 0.9542,Test Loss: 0.3269, Test Acc: 0.9274
Epoch: 66, Train Loss: 0.2658, Train Acc: 0.9522,Test Loss: 0.3271, Test Acc: 0.9266
Epoch: 67, Train Loss: 0.2716, Train Acc: 0.9490,Test Loss: 0.3469, Test Acc: 0.9163
Epoch: 68, Train Loss: 0.2668, Train Acc: 0.9512,Test Loss: 0.3269, Test Acc: 0.9290
Epoch: 69, Train Loss: 0.2648, Train Acc: 0.9522,Test Loss: 0.3235, Test Acc: 0.9290
Epoch: 70, Train Loss: 0.2586, Train Acc: 0.9552,Test Loss: 0.3333, Test Acc: 0.9250
Epoch: 71, Train Loss: 0.2594, Train Acc: 0.9554,Test Loss: 0.3283, Test Acc: 0.9266
Epoch: 72, Train Loss: 0.2599, Train Acc: 0.9544,Test Loss: 0.3308, Test Acc: 0.9234
Epoch: 73, Train Loss: 0.2581, Train Acc: 0.9563,Test Loss: 0.3249, Test Acc: 0.9266
Epoch: 74, Train Loss: 0.2570, Train Acc: 0.9563,Test Loss: 0.3245, Test Acc: 0.9266
Epoch: 75, Train Loss: 0.2594, Train Acc: 0.9556,Test Loss: 0.3233, Test Acc: 0.9274
Epoch: 76, Train Loss: 0.2558, Train Acc: 0.9558,Test Loss: 0.3301, Test Acc: 0.9258
Epoch: 77, Train Loss: 0.2582, Train Acc: 0.9544,Test Loss: 0.3217, Test Acc: 0.9282
Epoch: 78, Train Loss: 0.2581, Train Acc: 0.9558,Test Loss: 0.3329, Test Acc: 0.9250
Epoch: 79, Train Loss: 0.2551, Train Acc: 0.9565,Test Loss: 0.3263, Test Acc: 0.9274
Epoch: 80, Train Loss: 0.2543, Train Acc: 0.9571,Test Loss: 0.3282, Test Acc: 0.9274
Epoch: 81, Train Loss: 0.2567, Train Acc: 0.9571,Test Loss: 0.3237, Test Acc: 0.9266
Epoch: 82, Train Loss: 0.2542, Train Acc: 0.9567,Test Loss: 0.3274, Test Acc: 0.9282
Epoch: 83, Train Loss: 0.2537, Train Acc: 0.9565,Test Loss: 0.3262, Test Acc: 0.9274
Epoch: 84, Train Loss: 0.2548, Train Acc: 0.9573,Test Loss: 0.3319, Test Acc: 0.9274
Epoch: 85, Train Loss: 0.2546, Train Acc: 0.9579,Test Loss: 0.3272, Test Acc: 0.9274
Epoch: 86, Train Loss: 0.2537, Train Acc: 0.9579,Test Loss: 0.3259, Test Acc: 0.9282
Epoch: 87, Train Loss: 0.2547, Train Acc: 0.9565,Test Loss: 0.3241, Test Acc: 0.9282
Epoch: 88, Train Loss: 0.2539, Train Acc: 0.9567,Test Loss: 0.3268, Test Acc: 0.9282
Epoch: 89, Train Loss: 0.2541, Train Acc: 0.9558,Test Loss: 0.3290, Test Acc: 0.9258
Epoch: 90, Train Loss: 0.2531, Train Acc: 0.9577,Test Loss: 0.3299, Test Acc: 0.9266
Epoch: 91, Train Loss: 0.2534, Train Acc: 0.9563,Test Loss: 0.3283, Test Acc: 0.9274
Epoch: 92, Train Loss: 0.2529, Train Acc: 0.9569,Test Loss: 0.3284, Test Acc: 0.9266
Epoch: 93, Train Loss: 0.2533, Train Acc: 0.9565,Test Loss: 0.3276, Test Acc: 0.9274
Epoch: 94, Train Loss: 0.2561, Train Acc: 0.9563,Test Loss: 0.3324, Test Acc: 0.9234
Epoch: 95, Train Loss: 0.2546, Train Acc: 0.9577,Test Loss: 0.3260, Test Acc: 0.9258
Epoch: 96, Train Loss: 0.2537, Train Acc: 0.9567,Test Loss: 0.3344, Test Acc: 0.9242
Epoch: 97, Train Loss: 0.2554, Train Acc: 0.9563,Test Loss: 0.3388, Test Acc: 0.9179
Epoch: 98, Train Loss: 0.2595, Train Acc: 0.9544,Test Loss: 0.3322, Test Acc: 0.9226
Epoch: 99, Train Loss: 0.2580, Train Acc: 0.9552,Test Loss: 0.3347, Test Acc: 0.9226
Epoch: 100, Train Loss: 0.2587, Train Acc: 0.9540,Test Loss: 0.3303, Test Acc: 0.9258
Epoch: 101, Train Loss: 0.2551, Train Acc: 0.9575,Test Loss: 0.3322, Test Acc: 0.9258
Epoch: 102, Train Loss: 0.2527, Train Acc: 0.9573,Test Loss: 0.3335, Test Acc: 0.9242
Epoch: 103, Train Loss: 0.2530, Train Acc: 0.9579,Test Loss: 0.3337, Test Acc: 0.9250
Epoch: 104, Train Loss: 0.2547, Train Acc: 0.9565,Test Loss: 0.3326, Test Acc: 0.9242
Epoch: 105, Train Loss: 0.2536, Train Acc: 0.9561,Test Loss: 0.3369, Test Acc: 0.9234
