Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
0	0.7133405903822757	0.6707334280778798	0.5414673046251993	0.5	0.0	0.0	0.0	0.0
1	0.791096881603381	0.7300830137338218	0.7216905901116427	0.7323493628737914	0.6479057591623036	0.8608695652173913	0.4532882951533155	0.8608695652173913
2	0.8139309726580009	0.764932792076573	0.733652312599681	0.7315412691297944	0.7110332749562172	0.7060869565217391	0.46332937826901444	0.7060869565217391
3	0.8209720176730485	0.774348321342254	0.7352472089314195	0.732747646795159	0.7150442477876107	0.7026086956521739	0.46611610520511404	0.7026086956521739
4	0.8250547480309919	0.7787018867487676	0.7424242424242424	0.7384427226740091	0.7324723247232472	0.6904347826086956	0.4789907102742669	0.6904347826086956
5	0.8260075558686046	0.7815081027302517	0.7440191387559809	0.7401818531087917	0.7334558823529411	0.6939130434782609	0.4823552710428921	0.6939130434782609
6	0.8286303387334316	0.7866570062905558	0.7440191387559809	0.7400486649164373	0.7343173431734318	0.6921739130434783	0.4822167739877389	0.6921739130434783
7	0.8312479989754755	0.7915003612089901	0.75518341307815	0.7508906960363706	0.75	0.6991304347826087	0.5044014243158418	0.6991304347826087
8	0.8344662867388103	0.7966061227349357	0.7607655502392344	0.7569776525581098	0.7532228360957642	0.711304347826087	0.5161551698858682	0.711304347826087
9	0.8370749823909842	0.801575448941838	0.7639553429027113	0.7581917141576486	0.7719298245614035	0.688695652173913	0.5206830560871485	0.688695652173913
10	0.8401229429467887	0.8065070617442114	0.7655502392344498	0.7609963501312672	0.7645951035781544	0.7060869565217391	0.5250697562973898	0.7060869565217391
11	0.8438573349554971	0.8116220567089174	0.7695374800637959	0.7644118588717423	0.7739463601532567	0.7026086956521739	0.5325832088714857	0.7026086956521739
12	0.846083114554652	0.8142597510831648	0.7687400318979266	0.7632759172696421	0.7756286266924565	0.697391304347826	0.530651069025242	0.697391304347826
13	0.8499097137734519	0.8186637699441188	0.7711323763955343	0.7666837420759429	0.7706766917293233	0.7130434782608696	0.5364397239489012	0.7130434782608696
14	0.8540923352756612	0.8229967643619327	0.7727272727272727	0.768289684318371	0.7725563909774437	0.7147826086956521	0.5396701091478635	0.7147826086956521
15	0.8584696164436192	0.8282708559059937	0.7719298245614035	0.7695511301786515	0.7566607460035524	0.7408695652173913	0.5399652643271823	0.7408695652173913
16	0.8639021579048474	0.8342604639973417	0.7822966507177034	0.780455913427675	0.7649122807017544	0.7582608695652174	0.5612856099342586	0.7582608695652174
17	0.8688326823333548	0.8412304927486046	0.7934609250398724	0.7918306973170264	0.7762237762237763	0.7721739130434783	0.5838946982722173	0.7721739130434783
18	0.8721290900941283	0.8477569003321824	0.7902711323763956	0.7883524364474611	0.7746478873239436	0.7652173913043478	0.5772430466004035	0.7652173913043478
19	0.8771543830441184	0.8538913379008495	0.7990430622009569	0.7993827239546647	0.7687188019966722	0.8034782608695652	0.5966991426245032	0.8034782608695652
20	0.8785810334891465	0.857386835771054	0.7982456140350878	0.7963821476596017	0.7834507042253521	0.7739130434782608	0.5933174554749129	0.7739130434782608
21	0.8820567330473202	0.8618467164854731	0.8054226475279107	0.8026099763078696	0.7992766726943942	0.768695652173913	0.6069985434685998	0.768695652173913
22	0.8827073061407442	0.8634631210264696	0.8022328548644339	0.7987321508612409	0.8011049723756906	0.7565217391304347	0.600021607105651	0.7565217391304347
