Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
0	0.7004871245135884	0.6506638308592444	0.5685805422647527	0.5	0.0	0.0	0.0	0.0
1	0.7638923815177856	0.7018934395713418	0.682615629984051	0.6783137558881402	0.6283662477558348	0.6469500924214417	0.3553598598844253	0.6469500924214417
2	0.7855200358797405	0.7303669120840852	0.7057416267942583	0.6921847495547437	0.6829787234042554	0.5933456561922366	0.39055177845622147	0.5933456561922366
3	0.7903886885488148	0.7375461679974895	0.7089314194577353	0.7108194009846189	0.6447368421052632	0.7245841035120147	0.415433147294346	0.7245841035120147
4	0.794108878421084	0.7429868268847778	0.7097288676236044	0.7141960890045705	0.6402535657686212	0.7467652495378928	0.4199652835137354	0.7467652495378928
5	0.7975775990127887	0.7482633920765214	0.7073365231259968	0.7129841107709218	0.6355140186915887	0.7541589648798521	0.41658743620363115	0.7541589648798521
6	0.8003593158998583	0.7517382857126327	0.7081339712918661	0.7154689902082528	0.6331811263318112	0.7689463955637708	0.42007384214157373	0.7689463955637708
7	0.8027275343307416	0.7547506951871608	0.7081339712918661	0.7168067030821839	0.6307922272047832	0.7800369685767098	0.42158234213252477	0.7800369685767098
8	0.8072008358112995	0.7593172509692412	0.7145135566188198	0.7221938491132467	0.6388467374810318	0.7781885397412199	0.4329962791849066	0.7781885397412199
9	0.8110765736921652	0.7640225653615942	0.7216905901116427	0.7273904488337788	0.65	0.7689463955637708	0.4449596319058864	0.7689463955637708
10	0.814726766960566	0.7682198040997275	0.7256778309409888	0.7302279037572621	0.6565977742448331	0.7634011090573013	0.45159559726519893	0.7634011090573013
11	0.8193128407473563	0.7729048946107018	0.7320574162679426	0.7353920976426699	0.6661264181523501	0.7597042513863216	0.46293997231491657	0.7597042513863216
12	0.8241944557504803	0.7795685717202442	0.7400318979266348	0.7439653853831536	0.6731078904991948	0.7726432532347505	0.4793804586195567	0.7726432532347505
13	0.8302012013491197	0.7861632302685516	0.7440191387559809	0.7494782660544989	0.6735015772870663	0.789279112754159	0.48882104787278624	0.789279112754159
14	0.8350413368832846	0.7913029423191781	0.7511961722488039	0.7589109565424789	0.6753445635528331	0.8151571164510166	0.5052065812603543	0.8151571164510166
15	0.8405762535225143	0.7978181114047626	0.7567783094098883	0.7644886488840726	0.6809815950920245	0.8207024029574861	0.5162024797674554	0.8207024029574861
16	0.8455926767997554	0.8037873812751226	0.7583732057416268	0.7658911734282521	0.683076923076923	0.8207024029574861	0.5191656943562124	0.8207024029574861
17	0.8521153232935735	0.8104501562747856	0.7639553429027113	0.7710229614785357	0.689922480620155	0.822550831792976	0.529762311966494	0.822550831792976
18	0.855542564416319	0.8163852988026088	0.7711323763955343	0.7766654654903781	0.7015873015873015	0.8170055452865065	0.5425649551205302	0.8170055452865065
19	0.859864206588495	0.8207189329995563	0.7695374800637959	0.7745940845092331	0.7012779552715654	0.8114602587800369	0.5389741071587588	0.8114602587800369
20	0.865987613193582	0.8281886958889633	0.7711323763955343	0.775327752616447	0.7055016181229773	0.8059149722735675	0.5413617769621899	0.8059149722735675
21	0.8685930423375755	0.8318362365521484	0.7783094098883573	0.7827538737935307	0.7124394184168013	0.8151571164510166	0.5558415150302848	0.8151571164510166
22	0.8716365983724493	0.8348774380994958	0.7894736842105263	0.7901190720005806	0.7375643224699828	0.7948243992606284	0.5748552055375054	0.7948243992606284
23	0.875932315876526	0.8390008245238735	0.7902711323763956	0.7919350950009463	0.7347972972972973	0.8040665434380776	0.5773058989692889	0.8040665434380776
24	0.8754786341847858	0.8398952853023034	0.7926634768740032	0.790471647486733	0.7522441651705566	0.7744916820702403	0.5788783004270115	0.7744916820702403
25	0.877314100686226	0.8428152794715881	0.7998405103668261	0.79544529506161	0.7705223880597015	0.7634011090573013	0.5915500268619762	0.7634011090573013
26	0.8821101642846217	0.8473415957095539	0.8086124401913876	0.8038280364915629	0.783427495291902	0.7689463955637708	0.6090138825015005	0.7689463955637708
27	0.8818016607342384	0.849609199629743	0.7966507177033493	0.7924172938275957	0.7657992565055762	0.7615526802218114	0.585226019845645	0.7615526802218114
28	0.8845574529532085	0.8495492301727781	0.8086124401913876	0.8073952708220453	0.7673179396092362	0.7985212569316081	0.6117897452434699	0.7985212569316081
29	0.8831471510085992	0.8485261044231044	0.8046251993620415	0.8056725766268378	0.7534246575342466	0.8133086876155268	0.6055398774108892	0.8133086876155268
30	0.8877176699945298	0.8546683654811875	0.8157894736842105	0.8143754877078186	0.7767857142857143	0.8040665434380776	0.6260987642210101	0.8040665434380776
31	0.8872639883027897	0.8549032875147858	0.8110047846889952	0.8083842969100388	0.7763636363636364	0.789279112754159	0.6155334832228135	0.789279112754159
32	0.8910826919138368	0.8586268025015924	0.8149920255183413	0.8154578426009701	0.7677642980935875	0.8188539741219963	0.6258921016693714	0.8188539741219963
33	0.8931748126294613	0.8607422064289598	0.8189792663476874	0.8142821589026606	0.7962264150943397	0.7800369685767098	0.630109645076367	0.7800369685767098
34	0.8954095190196327	0.8621964199206285	0.8253588516746412	0.8205611135163442	0.8049242424242424	0.7855822550831792	0.642985842985843	0.7855822550831792
35	0.8977219994141026	0.8638877387919154	0.8221690590111643	0.8148576865344681	0.8142292490118577	0.7615526802218114	0.6346678929669761	0.7615526802218114
36	0.8974912698680175	0.864262250173824	0.8245614035087719	0.8142860476028756	0.8350730688935282	0.7393715341959335	0.637382656722774	0.7393715341959335
37	0.896319474869923	0.8606814321784388	0.8245614035087719	0.8174073776420477	0.8165680473372781	0.7652495378927912	0.6396636442716863	0.7652495378927912
38	0.8985152942579453	0.8640249487639611	0.8333333333333334	0.8275737362372417	0.8204633204633205	0.7855822550831792	0.6585243189013823	0.7855822550831792
39	0.895624693764858	0.8625790424918621	0.8237639553429027	0.819604493263475	0.799625468164794	0.789279112754159	0.640208136971576	0.789279112754159
40	0.8965631667500576	0.8607751029001816	0.8245614035087719	0.822089372700806	0.7923497267759563	0.8040665434380776	0.6430318228046612	0.8040665434380776
41	0.8946784433792287	0.8575276911021623	0.8205741626794258	0.8212584870882191	0.773356401384083	0.8262476894639557	0.6372600696810358	0.8262476894639557
42	0.8968509305659613	0.8627593596474661	0.8205741626794258	0.8210355349425639	0.7743055555555556	0.8243992606284658	0.6370995747833401	0.8243992606284658
43	0.8997648632603382	0.8629368415477584	0.8277511961722488	0.8269009911000614	0.7886323268206039	0.8207024029574861	0.6506107707191229	0.8207024029574861
44	0.8976727425447134	0.8634066845547234	0.8189792663476874	0.8185182496701087	0.7764084507042254	0.8151571164510166	0.6332246717604464	0.8151571164510166
45	0.8977116295468628	0.8604894534178685	0.8197767145135566	0.8234556027096462	0.7603305785123967	0.8502772643253235	0.6378103298000957	0.8502772643253235
46	0.8964387283431804	0.8603397202558242	0.8197767145135566	0.8196654162335086	0.7758318739054291	0.8188539741219963	0.6350830386827122	0.8188539741219963
47	0.8994408049090951	0.8628310938333479	0.8213716108452951	0.8228515579429294	0.770940170940171	0.833641404805915	0.6394303714600389	0.833641404805915
48	0.8960109713195397	0.8589046326552989	0.8110047846889952	0.8090531533470042	0.7733812949640287	0.7948243992606284	0.6160460747810854	0.7948243992606284
49	0.89829234211229	0.8625979144752642	0.8197767145135566	0.821671985544405	0.767402376910017	0.8354898336414048	0.6365319947365855	0.8354898336414048
50	0.8952267501095317	0.8562368567043379	0.8189792663476874	0.8220854840005911	0.7616666666666667	0.844731977818854	0.635807444595414	0.844731977818854
51	0.8969287045702597	0.8614943501653689	0.8229665071770335	0.8235852260501435	0.7764298093587522	0.8280961182994455	0.6420174421146572	0.8280961182994455
52	0.8973305369258011	0.8615212023670035	0.8125996810207337	0.8146917686586317	0.7584459459459459	0.8299445471349353	0.6223075523109616	0.8299445471349353
