Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
0	0.7401529514244721	0.7145783633116889	0.5422647527910686	0.5	0.0	0.0	0.0	0.0
1	0.8071787251485962	0.77290843480465	0.7232854864433812	0.7111780077884813	0.7670588235294118	0.5679442508710801	0.4310776286991107	0.5679442508710801
2	0.836408587825374	0.8019580314588798	0.7503987240829346	0.7399800163968027	0.7919463087248322	0.6167247386759582	0.4883820964626202	0.6167247386759582
3	0.8422653207624513	0.8058311792546761	0.7607655502392344	0.7545629227300676	0.7696850393700787	0.681184668989547	0.5137298292237773	0.681184668989547
4	0.8454396392703423	0.8085606855998329	0.7615629984051037	0.7569276491084238	0.7589453860640302	0.7020905923344948	0.5168732170054195	0.7020905923344948
5	0.8488880918220948	0.8112216337922391	0.7711323763955343	0.7680595408895265	0.759493670886076	0.7317073170731707	0.5376522004999911	0.7317073170731707
6	0.8520162943226072	0.8152431572895893	0.7719298245614035	0.7681159048985449	0.7656826568265682	0.7229965156794426	0.5385719873193626	0.7229965156794426
7	0.8527848944455831	0.8153918239356164	0.773524720893142	0.7714874974379995	0.7552816901408451	0.7473867595818815	0.5434177260629433	0.7473867595818815
8	0.85480887476942	0.8187514963412912	0.7751196172248804	0.7724149415863907	0.7616487455197133	0.740418118466899	0.5460161449346808	0.740418118466899
9	0.8569455831112933	0.8204424932404968	0.7791068580542265	0.7777208444353351	0.75736568457539	0.7613240418118467	0.5552155173517654	0.7613240418118467
10	0.8591796474687436	0.8221271473108049	0.7838915470494418	0.784712543554007	0.7487684729064039	0.794425087108014	0.5667316886593995	0.794425087108014
11	0.862310411969666	0.8262614535921591	0.7870813397129187	0.7877895060463209	0.7528830313014827	0.7961672473867596	0.573011383200406	0.7961672473867596
12	0.8655359704857554	0.8294523162083212	0.7902711323763956	0.7931748309079729	0.7433489827856025	0.8275261324041812	0.5812197630566455	0.8275261324041812
13	0.8709597253535561	0.837428366074654	0.7974481658692185	0.8001998360319738	0.7515723270440252	0.8327526132404182	0.5953872654380269	0.8327526132404182
14	0.8741340438614471	0.8417212232224767	0.7982456140350878	0.8012067021930724	0.7511737089201878	0.8362369337979094	0.5971429659822483	0.8362369337979094
15	0.8769419963107193	0.8459377799657223	0.7974481658692185	0.8006071940971511	0.7492211838006231	0.837979094076655	0.595713894050629	0.837979094076655
16	0.8811692969870876	0.8524227731233301	0.8078149920255183	0.8103018036482885	0.7638668779714739	0.8397212543554007	0.6158371489369274	0.8397212543554007
17	0.8837261733961876	0.8567259822209128	0.8086124401913876	0.811987599918016	0.7593167701863354	0.8519163763066202	0.6181001446590361	0.8519163763066202
18	0.8886605861856938	0.8638907073243979	0.8118022328548644	0.8156077064972331	0.76	0.8606271777003485	0.6247679714363963	0.8606271777003485
19	0.8913660586185694	0.8669714494420102	0.8133971291866029	0.817757224841156	0.7583586626139818	0.8693379790940766	0.6283475018491687	0.8693379790940766
20	0.8952756712441076	0.8735842084064309	0.8205741626794258	0.8246464439434311	0.7672281776416539	0.872822299651568	0.6424017824778774	0.872822299651568
21	0.8976711416273827	0.876144585959833	0.8125996810207337	0.8164787866366059	0.7603686635944701	0.8623693379790941	0.6264081480523629	0.8623693379790941
22	0.9000307440049189	0.8786498610910682	0.8149920255183413	0.8200425292068046	0.7559880239520959	0.8797909407665505	0.6320180520209865	0.8797909407665505
23	0.9013014962082395	0.8804518038061816	0.8181818181818182	0.8225763476122157	0.7629179331306991	0.8745644599303136	0.6378770530838054	0.8745644599303136
24	0.904457880713261	0.8842562945774949	0.8125996810207337	0.8177008608321377	0.7533632286995515	0.8780487804878049	0.6273096331145427	0.8780487804878049
25	0.9055031768805083	0.8846702290949232	0.8094098883572568	0.8166606886657102	0.738944365192582	0.9024390243902439	0.6225850079712683	0.9024390243902439
26	0.9068789711006353	0.8863305184134574	0.8118022328548644	0.8195455011272801	0.7387005649717514	0.9111498257839721	0.62767033531108	0.9111498257839721
27	0.9112087517934002	0.8929149912085905	0.828548644338118	0.8329498872719819	0.7732115677321156	0.8850174216027874	0.6584785632310581	0.8850174216027874
28	0.913878356220537	0.8952176641009862	0.8341307814992025	0.8376895880303341	0.7841614906832298	0.8797909407665505	0.6690201253711646	0.8797909407665505
