0,0.268941522,0
0,0.268941492,0
1,0.731058478,1
0,0.268941432,0
0,0.268941432,1
1,0.731058538,1
1,0.731051743,1
1,0.731058538,1
1,0.731058538,1
1,0.731058538,1
0,0.268941492,0
1,0.731058538,1
0,0.268941432,1
0,0.268941432,0
1,0.731058538,1
0,0.268941432,0
0,0.26894173,0
0,0.268941432,0
0,0.268941432,0
0,0.269654095,0
1,0.731058478,1
1,0.7310583,1
1,0.731058538,1
1,0.731058538,0
1,0.731058538,1
0,0.268944055,0
1,0.731058538,1
0,0.268941432,0
1,0.731058538,1
0,0.268941432,0
1,0.731058359,1
0,0.268941432,0
0,0.268941432,0
1,0.731058538,1
1,0.731058538,1
0,0.268941432,0
0,0.268941432,0
0,0.268941432,0
0,0.268941432,0
1,0.731058538,1
1,0.731058538,1
1,0.731058538,1
0,0.268941432,0
0,0.268941432,0
1,0.731058538,1
0,0.268941432,0
0,0.268941432,0
1,0.731058538,1
0,0.268941432,1
1,0.731058478,1
1,0.731058538,1
1,0.731058538,1
1,0.73105824,1
1,0.509025395,0
0,0.268941432,0
0,0.268941432,0
1,0.731058538,1
0,0.268941432,0
1,0.731058538,1
0,0.269201368,0
1,0.731058538,1
0,0.268941432,0
1,0.731058538,1
1,0.731058538,1
1,0.731058538,1
0,0.268941432,0
0,0.268941432,0
0,0.268941432,0
1,0.731058538,1
0,0.276786119,0
0,0.268941432,0
0,0.268941432,0
0,0.268941432,0
0,0.26895237,0
1,0.731058538,1
0,0.268941432,0
1,0.731058538,1
0,0.268941432,0
0,0.268941432,0
0,0.268941432,0
0,0.268941671,0
1,0.731057227,1
0,0.268941432,0
1,0.731058538,1
0,0.268941432,0
0,0.268941432,0
1,0.731058538,1
0,0.268941432,0
0,0.268941432,0
0,0.268941432,0
0,0.268941432,0
0,0.268941432,0
0,0.268943429,0
1,0.73105824,1
1,0.731058538,1
0,0.268969476,0
1,0.730930448,1
1,0.731058538,1
0,0.268941432,0
1,0.731058538,1
1,0.731058538,1
0,0.268941432,0
0,0.268941432,0
1,0.731058538,1
