Epoch: 0, Train Loss: 0.5064, Train Acc: 0.7939,Test Loss: 0.5161, Test Acc: 0.7807
Epoch: 1, Train Loss: 0.5053, Train Acc: 0.7953,Test Loss: 0.5155, Test Acc: 0.7807
Epoch: 2, Train Loss: 0.5049, Train Acc: 0.7949,Test Loss: 0.5157, Test Acc: 0.7759
Epoch: 3, Train Loss: 0.5046, Train Acc: 0.7971,Test Loss: 0.5164, Test Acc: 0.7767
Epoch: 4, Train Loss: 0.5043, Train Acc: 0.7967,Test Loss: 0.5189, Test Acc: 0.7759
Epoch: 5, Train Loss: 0.5048, Train Acc: 0.7973,Test Loss: 0.5178, Test Acc: 0.7759
Epoch: 6, Train Loss: 0.5046, Train Acc: 0.7947,Test Loss: 0.5200, Test Acc: 0.7743
Epoch: 7, Train Loss: 0.5032, Train Acc: 0.7985,Test Loss: 0.5201, Test Acc: 0.7735
Epoch: 8, Train Loss: 0.5037, Train Acc: 0.7987,Test Loss: 0.5209, Test Acc: 0.7743
Epoch: 9, Train Loss: 0.5045, Train Acc: 0.7977,Test Loss: 0.5213, Test Acc: 0.7735
Epoch: 10, Train Loss: 0.5038, Train Acc: 0.7981,Test Loss: 0.5216, Test Acc: 0.7735
Epoch: 11, Train Loss: 0.5044, Train Acc: 0.7991,Test Loss: 0.5219, Test Acc: 0.7735
Epoch: 12, Train Loss: 0.5046, Train Acc: 0.7981,Test Loss: 0.5236, Test Acc: 0.7735
Epoch: 13, Train Loss: 0.5040, Train Acc: 0.7999,Test Loss: 0.5245, Test Acc: 0.7727
Epoch: 14, Train Loss: 0.5040, Train Acc: 0.7993,Test Loss: 0.5208, Test Acc: 0.7751
Epoch: 15, Train Loss: 0.5033, Train Acc: 0.7977,Test Loss: 0.5233, Test Acc: 0.7703
Epoch: 16, Train Loss: 0.5040, Train Acc: 0.7985,Test Loss: 0.5244, Test Acc: 0.7735
Epoch: 17, Train Loss: 0.5027, Train Acc: 0.8007,Test Loss: 0.5248, Test Acc: 0.7711
Epoch: 18, Train Loss: 0.5032, Train Acc: 0.8001,Test Loss: 0.5230, Test Acc: 0.7679
Epoch: 19, Train Loss: 0.5030, Train Acc: 0.7995,Test Loss: 0.5233, Test Acc: 0.7679
Epoch: 20, Train Loss: 0.5029, Train Acc: 0.8005,Test Loss: 0.5245, Test Acc: 0.7679
Epoch: 21, Train Loss: 0.5035, Train Acc: 0.8005,Test Loss: 0.5247, Test Acc: 0.7679
Epoch: 22, Train Loss: 0.5035, Train Acc: 0.7989,Test Loss: 0.5242, Test Acc: 0.7679
Epoch: 23, Train Loss: 0.5037, Train Acc: 0.7993,Test Loss: 0.5251, Test Acc: 0.7663
Epoch: 24, Train Loss: 0.5041, Train Acc: 0.8003,Test Loss: 0.5260, Test Acc: 0.7679
Epoch: 25, Train Loss: 0.5036, Train Acc: 0.7995,Test Loss: 0.5251, Test Acc: 0.7679
Epoch: 26, Train Loss: 0.5035, Train Acc: 0.7995,Test Loss: 0.5243, Test Acc: 0.7679
Epoch: 27, Train Loss: 0.5030, Train Acc: 0.8003,Test Loss: 0.5242, Test Acc: 0.7663
Epoch: 28, Train Loss: 0.5029, Train Acc: 0.7979,Test Loss: 0.5257, Test Acc: 0.7663
Epoch: 29, Train Loss: 0.5034, Train Acc: 0.7991,Test Loss: 0.5252, Test Acc: 0.7663
Epoch: 30, Train Loss: 0.5037, Train Acc: 0.7997,Test Loss: 0.5246, Test Acc: 0.7671
Epoch: 31, Train Loss: 0.5025, Train Acc: 0.8003,Test Loss: 0.5262, Test Acc: 0.7663
Epoch: 32, Train Loss: 0.5018, Train Acc: 0.7995,Test Loss: 0.5262, Test Acc: 0.7679
Epoch: 33, Train Loss: 0.5032, Train Acc: 0.7971,Test Loss: 0.5258, Test Acc: 0.7663
Epoch: 34, Train Loss: 0.5036, Train Acc: 0.7989,Test Loss: 0.5266, Test Acc: 0.7663
Epoch: 35, Train Loss: 0.5042, Train Acc: 0.8003,Test Loss: 0.5255, Test Acc: 0.7663
Epoch: 36, Train Loss: 0.5028, Train Acc: 0.7997,Test Loss: 0.5258, Test Acc: 0.7663
Epoch: 37, Train Loss: 0.5028, Train Acc: 0.7993,Test Loss: 0.5278, Test Acc: 0.7663
Epoch: 38, Train Loss: 0.5024, Train Acc: 0.8003,Test Loss: 0.5249, Test Acc: 0.7679
Epoch: 39, Train Loss: 0.5034, Train Acc: 0.7977,Test Loss: 0.5240, Test Acc: 0.7663
Epoch: 40, Train Loss: 0.5015, Train Acc: 0.8001,Test Loss: 0.5260, Test Acc: 0.7671
Epoch: 41, Train Loss: 0.5027, Train Acc: 0.8001,Test Loss: 0.5260, Test Acc: 0.7679
Epoch: 42, Train Loss: 0.5023, Train Acc: 0.7985,Test Loss: 0.5260, Test Acc: 0.7663
Epoch: 43, Train Loss: 0.5036, Train Acc: 0.7989,Test Loss: 0.5277, Test Acc: 0.7671
Epoch: 44, Train Loss: 0.5033, Train Acc: 0.7991,Test Loss: 0.5276, Test Acc: 0.7671
Epoch: 45, Train Loss: 0.5022, Train Acc: 0.7989,Test Loss: 0.5279, Test Acc: 0.7656
Epoch: 46, Train Loss: 0.5021, Train Acc: 0.8007,Test Loss: 0.5298, Test Acc: 0.7687
Epoch: 47, Train Loss: 0.5029, Train Acc: 0.7983,Test Loss: 0.5263, Test Acc: 0.7663
Epoch: 48, Train Loss: 0.5029, Train Acc: 0.7995,Test Loss: 0.5272, Test Acc: 0.7671
