0,0.299663305,0
0,0.311585397,0
1,0.604978919,1
0,0.373953134,0
1,0.622039557,1
1,0.768707931,1
0,0.341789573,1
1,0.872018695,1
1,0.876710594,1
0,0.275728613,1
1,0.598035097,0
0,0.349060237,1
0,0.26009348,1
1,0.503129542,0
1,0.636936188,1
0,0.150400996,0
0,0.375881433,0
1,0.506761253,0
0,0.141471118,0
0,0.127358586,0
1,0.927816093,1
0,0.130189791,1
1,0.750716448,1
0,0.433462411,0
1,0.607567072,1
0,0.150795609,0
1,0.890921235,1
0,0.010466883,0
1,0.521536529,1
0,0.138580814,0
0,0.439237446,1
0,0.151135579,0
0,0.088315889,0
1,0.968752623,1
1,0.717596948,1
0,0.007434057,0
0,0.217464969,0
0,0.2415016,0
1,0.587393939,0
1,0.706940591,1
1,0.948042154,1
1,0.664187551,1
0,0.350970238,0
0,0.401120007,0
0,0.396911412,1
0,0.374231488,0
0,0.01528684,0
1,0.721366167,1
0,0.352732539,1
1,0.849356472,1
1,0.935889959,1
1,0.684594035,1
1,0.850050151,1
0,0.371164143,0
1,0.508086801,0
0,0.029848924,0
1,0.965837061,1
1,0.590914607,0
1,0.729952931,1
0,0.054086789,0
1,0.855635881,1
0,0.053312037,0
1,0.988088071,1
1,0.888605475,1
1,0.646958113,1
0,0.241834998,0
0,0.004230075,0
0,0.037099015,0
1,0.950469494,1
0,0.165821955,0
0,0.126723051,0
1,0.522835135,0
0,0.103424437,0
0,0.266811758,0
1,0.777507305,1
0,0.150625005,0
1,0.765151322,1
1,0.526189744,0
0,0.102888085,0
0,0.019210868,0
1,0.659387648,0
0,0.362783879,1
0,0.216570348,0
1,0.820167542,1
0,0.177947059,0
0,0.212847516,0
1,0.996535182,1
0,0.468737185,0
1,0.579692125,0
0,0.40531528,0
1,0.506997049,0
0,0.453041553,0
1,0.610382795,0
1,0.661441565,1
1,0.863645792,1
1,0.517071426,0
0,0.133625582,1
0,0.424445212,1
0,0.016022658,0
0,0.479051232,1
1,0.960844398,1
1,0.716637313,0
0,0.057318524,0
1,0.82945025,1
0,0.315453887,0
0,0.481921762,0
0,0.051297333,0
1,0.85629791,1
1,0.685297728,1
0,0.251888365,1
0,0.098170243,0
0,0.080964431,0
1,0.987481713,1
1,0.962884784,1
0,0.085404195,0
0,0.182330877,0
1,0.612782598,0
0,0.010402373,0
0,0.163425326,0
1,0.572403073,1
0,0.441098779,1
1,0.897401154,1
0,0.174447998,0
0,0.044066612,0
1,0.854722738,1
1,0.806826234,1
0,0.318931133,1
1,0.540735841,0
1,0.799049973,1
0,0.453752339,1
1,0.809292316,1
1,0.611821473,1
0,0.388742596,0
0,0.107538328,0
1,0.570210934,1
1,0.766889691,1
1,0.760327458,0
1,0.523403645,1
0,0.113417476,0
1,0.695171714,0
0,0.042303268,0
1,0.918034673,1
0,0.026413487,0
0,0.089328378,0
1,0.587827027,1
0,0.453066617,0
1,0.994113028,1
0,0.476586461,1
0,0.238621786,1
0,0.144663766,1
1,0.951960802,1
1,0.568645537,1
1,0.619097352,1
1,0.816624463,1
1,0.796309888,1
0,0.002826974,0
0,0.152790621,0
1,0.969005167,1
1,0.777722895,0
1,0.629782438,0
0,0.134713575,1
0,0.197166651,1
1,0.713112891,0
0,0.120424494,0
1,0.940348685,1
0,0.198928744,0
0,0.076536089,0
1,0.937344611,1
0,0.205892101,0
0,0.046160765,0
0,0.020263785,0
0,0.058344893,0
0,0.020197446,0
1,0.51691407,1
0,0.11245124,0
0,0.410415739,1
1,0.706746757,1
1,0.733423531,1
1,0.808644056,1
0,0.022557329,0
0,0.157467723,0
0,0.158997655,1
1,0.721463621,1
1,0.549070358,0
0,0.128795639,1
0,0.133892104,0
0,0.264918864,0
0,0.297289312,0
1,0.732486367,1
0,0.377624303,0
1,0.730164647,1
1,0.750879645,1
0,0.124445342,0
0,0.265823454,0
1,0.881818473,1
0,0.130202219,0
0,0.25384903,0
0,0.184465364,0
0,0.260385931,0
0,0.208713681,0
1,0.956155419,1
0,0.044864655,0
1,0.731225431,1
0,0.206266582,0
1,0.800815642,1
1,0.732190013,1
1,0.64524287,1
1,0.801770508,1
1,0.972050905,1
1,0.892155409,1
1,0.684386551,1
0,0.461008787,1
0,0.038757209,0
0,0.002252908,0
0,0.08070723,0
1,0.674622595,1
1,0.506963193,0
0,0.264656603,0
1,0.627360821,1
1,0.831642389,1
0,0.019395383,0
1,0.87118876,1
0,0.468528867,0
0,0.053483054,0
0,0.210478082,0
0,0.082128264,0
1,0.821589649,1
1,0.819255292,1
0,0.159847364,1
0,0.335789114,0
0,0.469441295,0
0,0.00112998,0
0,0.295572847,0
0,0.164387062,0
0,0.357506752,0
0,0.177342951,0
0,0.493899077,1
1,0.697643101,1
0,0.124579124,0
0,0.211441562,0
1,0.880141199,1
1,0.754617035,1
1,0.843455434,1
1,0.992170751,1
0,0.31543991,0
0,0.030243041,0
1,0.716380775,1
1,0.513041377,1
1,0.867940247,1
0,0.292122334,0
1,0.992166519,1
1,0.874419034,1
1,0.56283474,0
1,0.992293835,1
1,0.903889775,1
1,0.640354276,0
1,0.885220945,1
0,0.422477663,1
0,0.334494621,0
1,0.723285377,1
0,0.249121308,0
1,0.689125597,1
1,0.980571389,1
0,0.2108026,1
0,0.247435436,1
1,0.510769725,0
0,0.014905818,0
0,0.27954185,0
0,0.011581063,0
0,0.143265858,0
1,0.656527162,1
0,0.069048211,0
0,0.200785697,0
0,0.08546041,0
1,0.673610747,1
1,0.962900937,0
1,0.673487842,1
0,0.215164572,0
0,0.001005031,0
0,0.171304524,1
1,0.963853717,1
1,0.813515484,1
0,0.397958666,0
0,0.449233353,1
0,0.355975479,1
1,0.914248347,1
0,0.185458526,0
1,0.775368989,1
1,0.93764174,1
0,0.221049368,1
0,0.019937322,0
0,0.031093353,0
1,0.662835419,1
1,0.933423102,1
0,0.007085178,0
1,0.907325327,1
1,0.651248515,1
0,0.004135708,0
0,0.085694306,0
0,0.266019225,0
0,0.060901288,0
1,0.623780012,1
0,0.082543604,0
0,0.04323937,0
0,0.168197259,0
1,0.984267294,1
1,0.725815296,0
1,0.664055049,0
0,0.195315793,0
0,0.11465776,0
1,0.801880836,1
0,0.332205951,0
0,0.123376958,0
1,0.638092875,0
0,0.067778051,1
0,0.150832221,0
0,0.110658303,0
0,0.262624651,0
1,0.520541847,0
1,0.78051883,1
1,0.691562533,1
1,0.694923997,1
0,0.217986092,0
0,0.026408946,1
1,0.635510027,0
1,0.828381121,1
1,0.765158713,1
1,0.604055285,1
1,0.619760454,1
1,0.541386306,0
1,0.603556752,1
1,0.560723186,0
1,0.658943772,0
1,0.598996997,0
0,0.087249964,0
1,0.515197217,1
0,0.337463856,1
1,0.820371211,1
1,0.541562557,0
1,0.553999543,1
0,0.176702082,1
1,0.9171803,1
0,0.260475487,0
0,0.042733431,0
1,0.578910232,1
1,0.784562945,1
0,0.147527575,0
0,0.180501401,0
0,0.014862971,0
1,0.603664696,1
1,0.672556102,1
1,0.953717887,1
1,0.7498734,1
1,0.965747595,1
1,0.863224089,1
1,0.587665558,1
0,0.380852789,0
0,0.381107509,1
0,0.074475072,0
1,0.677271903,1
1,0.518769205,1
1,0.893254817,1
1,0.643287301,1
0,0.318783045,0
1,0.679716587,1
0,0.370816141,0
1,0.658310056,1
0,0.109129645,0
0,0.332977533,0
1,0.840527236,1
0,0.153444737,0
1,0.87043643,1
1,0.941975057,1
0,0.482021898,0
1,0.626317024,1
